query,retrieved_response,hybrid_score,confidence,human_label,human_notes
@AmazonHelp This is the 4th package this week that has been delayed. Why am I paying for Prime again?,@556249 I'm so sorry for the inconvenience! That's not the experience we want our customers to have. Is your order showing updated delivery information here? https://t.co/Y5jpI9ys9c ^LA,0.7287026981822466,High,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp Co.uk,@714030 Check Your Order here: https://t.co/ijxJ9jCwr9. Does it tell you what the estimated delivery date is? Do you see anything that might need to be updated? ^AF,0.9771496534347535,High,1,AI-assisted label: retrieved response judged relevant/correct.
@115821 @AmazonHelp @132995 @37259 @144151 What is the update?????,"@131026 Hi, We've sent the correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww ^SP",0.8503016096893877,High,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp USPS,@685179 Have you had a chance to contact the carrier? ^CN,0.9829397678375245,High,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp @115821 haven't received any correspondence,"@219977 Please check for an email correspondence from us here: https://t.co/DTSNmGCOAN and revert, we'll be glad to take it forward from there. ^SI",0.8497191693805621,High,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp @AmazonHelp  21:03 and still nothing....,@248050 Oh no! I'm sorry you haven't received your delivery. Have you received any e-mails regarding a delay or containing a new delivery date? ^ML,0.7133316553688889,High,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp my order id 521656990106 still not coming pl check,"@319049 Please don't provide your tracking details, as we consider it to be personal info. Our page is visible to the public. 2/2 ^PS",0.8295130554277529,High,1,AI-assisted label: retrieved response judged relevant/correct.
@115850 ORDER # 408-1888003-1609910 was supposed to be delivered on Monday and I still have not received my order.,"@542737 I'm sorry for the trouble with your order. We'd still like to assist. Just to confirm, who is the carrier shown: https://t.co/PCtircFm5C? ^SJ",0.780147508210193,High,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp where is my product are you looting customers for order no 406-3971997-7415546,"@198997 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public 2/2 ^AS",0.9528673393377133,High,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp Thnx recd,"@563037 You're welcome, Sreeya. Do let us know if you need any further assistance. ^SY",0.7163611228523197,High,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp It's supposed to arrive today by 8pm and it's already 7:40pm,@164623 I understand your frustration. Have we sent any notification of a possible delay? Who is the carrier assigned to your package? We'd be happy to assist in any way possible. ^SK,0.7314454506745052,High,1,AI-assisted label: retrieved response judged relevant/correct.
@115850 @120602 reply @120602 @116327,@707240 Winners will be contacted directly and the results will also be posted on our Twitter page. We wish you all the best. ^MP,0.8185420513153077,High,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp I have sent you DM also , please reply to my message","@155862 Kirsten, I am terribly sorry for the delay in getting back to you! We would love to help you with this issue, please call or chat with us here at your earliest convenience:  https://t.co/JzP7hlA23B ^VF",0.7477283040941772,High,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp ご丁寧にありがとうございます！配送はデリバリープロバイダという業者です。不在配達置き場は設定しておりませんでしたのだ「配達完了」のステータスになる事に正直不安になりました。出社するまで届いているものだと思っておりました。ちなみに商品は業者に電話して先ほど届けていただきました。,@452177 リプライありがとうございます。お忙しいところ恐縮ですが、どうぞよろしくお願いいたします。SK,0.7922325611114502,High,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp No I haven't heard anything since,"@148138 I deeply apologise for these delays, Craig. If your order has not turned up by the 5th we will take full responsibility for this failed delivery. ^SM",0.7973623596392234,High,1,AI-assisted label: retrieved response judged relevant/correct.
"@115850 @132994 @132995 Hi Amazon, where the winners will be announced? #AppOnePlusLevel #OnePlus5T 😂😂 See i didn't forget it....",@173682 You can check here: https://t.co/2rJOllpxMe ^RW,0.7026041305849737,High,1,AI-assisted label: retrieved response judged relevant/correct.
@123813 Para cuando la tercera temporada de Mozart in the jungle?,@473915 Ahorita no tenemos informaciones.Te recomiendo en que te mantengas atento a nuestra página y redes sociales para novedades. ^JJ,0.9206849211401531,High,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp Of course I did?,@158236 I've checked and see that we haven't received your email yet. Please respond to the email correspondence you've received. ^AS,0.7187485551309858,High,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp Sent you a message,"@767507 We have responded to your direct message, Neil! ^AD",0.9711840629577637,High,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp puis-je commander cet article depuis la France ? https://t.co/4XmgLfHbhm,"@139228 Je vois, veuillez remplir le formulaire sur le lien suivant afin que je puisse vérifier votre dossier de plus près je vous prie: https://t.co/HtUowg2UGX ^BR",0.7384505101820098,High,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp 有難うございました。
問い合わせしてみます。",@145232 お手数をおかけしますが、どうぞよろしくお願いいたします。 EK,0.8886146328484505,High,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp ご丁寧にありがとうございます！
確かにそのサイトに行くだけでも危ないですよね....
メール削除します！！！",@403646 恐れ入ります。今しばらくお待ちくださいますようお願いいたします m(_ _)m HM,0.7398557841777802,High,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp This order says delivered but I never received it #403-2589731-9684305 Please help,"@195141 Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. 2/2 ^HD",0.7371421073285636,High,1,AI-assisted label: retrieved response judged relevant/correct.
@3843 @116316 @AmazonHelp Bitte helft mir..,@695825 Hast du schon bei unserem Kundenservice oder beim Transportdienst nachgefragt? Lieben Gruß ^NW,0.7136322921584823,High,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp The email I received yesterday was that I’d alerted Amazon to unauthorized activity. I didn’t. There was no unauthorized activity.,@383562 リプライ失礼します、アマゾンです。こちらは当サイトからのご案内ではございません。記載のリンクにアクセスしたりファイルは開かないでください。当サイトや企業を装った詐欺が発生しているようですので、ご注意ください。https://t.co/Fh5ERQi0vw ET,0.5672800540924072,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp I have sent you all the details i didn't get any other new mails form you @AmazonHelp @115850,@441233 We've sent the correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww ^AP,0.5733731630055455,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
Amazonプライムって今ガルパン見れんの？,@782197 配信しております( *• ̀ω•́ )b SK,0.6463603377342224,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@115821 What Carrier is this..? I definitely didn't receive said delivered package... https://t.co/4EJeeqUmaq,@750668 I'm sorry about this. We want to be sure you are receiving your parcels when they are expected. Please reach out to us directly here so that we can take a look into this for you: https://t.co/hApLpMlfHN We'd like to help! ^ZW,0.5805788982748491,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@115850 .i want invoice for this order in my mail __email__ https://t.co/gHxEENmWAO,@205807 Please contact us here: https://t.co/vlvfJr4nN9 so we could assist you with your concern on priority.(1/2)^RS,0.6154546759262394,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@115850 and let me tell you Amazon transportation sucks big time, u guys better close it and start using other courier services.",@348859 Thanks for letting us know. Kindly reach out to our support team here: https://t.co/HQhpS2qeEd. We'll look into it. ^PS,0.5694250548362774,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@117804 que saudades do meu Kindle :(,"@787941 Ana, maior amor da vida o Kindle! ❤ ^DA",0.6731126224164126,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp Bonjour il s'agit d'un vendeur tiers je l'ai contacté plusieurs fois aucune reponse ! La somme a ete prelevee depuis longtemps !,@353117 Avez-vous contacté le vendeur ? ^SN,0.6733422776547837,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp I had a 'chat session' last night, but am not further forward","@415050 Perfect, thanks Peter. ^NV",0.6578825275379974,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp Yes, but I also received a new (incorrect) delivery date on Monday. I spent a few hours on the phone with UPS today, maybe tomorrow will be different.

I'm not concerned with the delay itself, I am with the inaccuracy. Don't call it an guarantee if it's gonna take 2x as long.",@703544 We appreciate your patience! Are you able to view the new proposed delivery date or additional information here: https://t.co/Y5jpI9gRhE? ^SH,0.6250275703824109,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"Hey @115850, I didn't get any calls yesterday &amp; the package wasn't delivered. What should I do now?","@204539 I'm sorry to hear this, Derek! Have we missed the delivery date given to you in your order confirmation email? ^HC",0.5916906803847889,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp Amazon Amazon. Que es lo que mas nos molesta.,"@283679 Entiendo, la información disponible de estos productos  la encuentras en nuestro Sitio Web. ^VL",0.6346208025658884,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp I still have not received my codes. Pre ordered back in April.,@168356 I'm sorry you haven't received the code! Please contact us directly for assistance: https://t.co/hApLpMlfHN ^SB,0.6093952237588842,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp @115821 
When ll I get my pkt? I am very sad in this rare courier service.
Courier

Delhivery
Tracking
5180766190762","@171909 As this is being the social platform. Please don't provide order details, as we consider it personal information. We won't be able to view your account.^HR",0.5908999859202907,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@115830 I've just had a man knock on demanding my parcel back saying my order has been cancelled. My orders says delivered is this a scam?,@271230 I'm sorry you can't locate your parcel! Please reach out to us here: https://t.co/JzP7hlA23B and we can assist you with this. ^TK,0.5698365338830367,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@115850 @AmazonHelp @115851 
I m not able to connect to customer care. All customer care numbers are of no use. Not expected from reputed company.
Order #  405-7497558-4556323
m-9716849509",@370614 A call back will be arranged if you provide your number here: https://t.co/vlvfJr4nN9 ^MJ,0.6504873272475444,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp Order #406-5192140-6921118 arriving late need to escalate this on urgent basis SOS.
#Highpriority #Prime https://t.co/K4w4fmhZUW","@137095 Please don't provide your order number, we consider it to be personal info. Our Twitter page is visible to the public. ^MP",0.6297543487309645,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp hi, I ordered something I needed by Monday and the wrong item has been delivered today please help","@147145 Sure, we'll help you with that, Sudeep. Please connect with our support team here: https://t.co/vlvfJr4nN9 and we'll assist you regarding this. ^NR",0.6377251168924466,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
lol ok @117093 way to lose $800 worth of groceries in transit. great job!!!!!!!!,@275955 I'm sorry to hear this! We want you to have a great experience with us! Is there anything we can assist with today? ^FR,0.624282988478168,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@775650 @115821 Maybe half of the packages Amazon delivers themselves make it to my mailbox or door. The rest I have to search for.,"@684227 I am very sorry, that is not the experience we want our customers to have. Which carrier was assigned the delivery in question? You can find that information under order details here:  https://t.co/Y5jpI9gRhE ^CH",0.5725476733363889,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp im getting the following error ""We're sorry! An error occurred when we tried to process your request..."" why is this happening?","@294097 I'm sorry for the trouble in adding the Gift card, did you have a word with our support team here: https://t.co/vlvfJr4nN9? ^MJ",0.6704796770659065,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp I have and no one has resolved it. @AmazonHelp are blaming @39759  and they’re saying Amazon never booked for delivery today.,"@437231 I apologize for the poor experience, Mark! What information/options were you provided when you contacted us? ^CS",0.5870825832043696,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"Liebes @116316 , es hatte einen Grund, warum ich keine Lieferung mehr durch Hermes bekommen wollte.....jetzt wieder einer mehr!",@387116 Hi! Das sollte natürlich nicht so sein. Du kannst die Lieferung jederzeit hier reklamieren: https://t.co/ohyvGrpvrY Liebe Grüße ^TA,0.5935735399628969,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
Amazonプライムビデオ有能すぎる https://t.co/RfkEO0lhoc,@491996 ご利用いただきありがとうございます！😉 ぜひお楽しみください♪ EK,0.6765454411506653,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp Ich hab ja mit dem geredet..,@375446 Evtl. über Drittanbieter bestellt? Oder aber es kommt aus einem weit entfernten Versandzentrum: https://t.co/KTbR8xEoir ^AS,0.6333501361302044,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp @AmazonHelp it was 3rd party but I just thought to wait 2 days because it was 3rd party,@624439 Thanks for confirming Mike- Have you reached out to the Seller directly for further info on this order? ^NV,0.6343682473308299,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp Nope. Just told the item I pre-ordered wasn't available, looked online, it had sold out(!!!!) &amp; no new delivery date. 😬",@158362 Were you given a new delivery date in an email? ^KM,0.6488397279664235,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp Yes,  about twice I’ve missed a delivery date which changed at order confirmation however 90+% of the time it’s missed targeted deliveries.",@116917 We would like to make sure this is looked at for you! Do you see a trend in carriers when your packages are late? ^AR,0.6595490510189342,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@115850 don't know how many follow ups  would be enough to get my product delivered to me. Very pathetic delivery service #bad #experience,"@429382 We have your details, we are working on it, we'll contact you at the earliest. Appreciate you patience. ^AH",0.6025613540216088,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp I am still waiting for help. How come my balance deducted and it's not there in Amazon Pay Balance Account Statement? It's simple cheat from Amazon India.,"@144621 Hey Saleem, may I help you? ^SF",0.6262618317359391,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@115821#
order #402-0045052-5064374 # if u r not able to deliver my product than why r u taking order.each &amp;everytime you are doing same.","@484857 I understand your concern, please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. 1/2 ^SY",0.6003430572976929,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@115850 facing issues with my payment,"@458712 I'm sorry for the poor experience. Without including any account details, can you tell us more about the issue? ^ZW",0.66777902883033,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp Not sure if it's damaged inside, I had to leave before I could check. I suspect not, just quite disappointed with the quality of the box",@816582 Happy to hear nothing was damaged. What does the tracking say who the carrier is here: https://t.co/aaDyEz1VgE ^MH,0.56870036270339,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
Unless you have some sort of teleporter @115830 I really really doubt it's arriving today https://t.co/8GXJfgexz5,"@467632 Hey Jordan, who is the carrier in question? What does the latest tracking advise? ^TP",0.5744739864131938,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp ""pending"". Same as it is now.",@132141 We can apprehend to the connected excitement. We will burst the bubble soon and  personally notify the winners. Wishing you all the luck. ^CB,0.6191939916615746,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp no resolution for phone I ordered pending since 22 Sept.Nothin on false update again done by delivery person yesterday @115850,@441475 We're working on your issue and we'll reach out to you once we receive an update from our team. Appreciate your patience. ^SQ,0.5666056908420227,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"Amazonで夕べポチッとしたやつの、お支払い番号メールがまだ来ない…普通すぐ来るのにな。
（コンビニ払い）
何が起こった！？w",@180174 Amazonです。番号は出荷準備がされ次第の発行となりますので、心待ちにされているところ恐れ入りますがお届け予定日を目安におまちくださいませ。なお、発行済みの場合は注文履歴、アカウントサービス内のメッセージセンターからもご確認ができます。SK,0.6110818386077881,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@115821 just delivered a box.....at 11:20 pm.,@798642 Very sorry to hear about this Rachel. Who was the carrier of your order? You can find the carrier information here:  https://t.co/Y5jpI9gRhE. ^MI,0.6084103590893457,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp Todo solucionado acaba de llegar pero no podía contactar con la empresa.Muchas gracias por atenderme,@133248 Genial. Nos alegramos de que se haya podido resolver el inconveniente. Que disfrutes mucho tu pedido. ^ES,0.5908610330193154,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp 
When will i get refund on these following order which waa damaged by your delihvery agent.
Order no.5180752894656",@446939 Sorry for the delay. Please contact us here : https://t.co/vlvfJr4nN9 so that we can assist you accordingly. (1/2)^RI,0.5814205396615703,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp @18220 Good Amazon keep on fooling your customers by giving fake promises , waiting for my product from 18-10-2017",@158357 We apologize for the inconvenience. Please contact us from the link given earlier and we'll be sure to help you. ^ZH,0.5826370550045454,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
Literally received a package from @115821 that was empty. I have no idea how to react to this. Wtf,@683087 I'm sorry you didn't receive your order. Here are some tips to help you locate your order: https://t.co/VRvwtsoKqd Please keep us posted. ^CO,0.6139642521166028,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
Received an @115821 order like this from @118706. I didn’t order an open box item. 😑👎🏻 https://t.co/sVwK4wwZis,@290187 Sorry something is missing from your order! Please reach us so we can look into order options: https://t.co/hApLpMlfHN ^DD,0.5795124848062612,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@509121 @115821 I have no idea. We’ve bought a couple things lately that say ships and sold by amazon eligible for prime and it comes in like a week.,@666641 We're unable to access account information via Twitter. We'd like to help if we can. Please contact us directly by phone or chat here: https://t.co/hApLpMlfHN ^JF,0.5907670180284772,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp it is the matter of the courier guy he himself updated that package was not ready,@352951 You're welcome. Do keep us posted for any further concerns. ^SG,0.5904082668731486,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"ゼミで必要な本届かないんだけど、Amazonでは配達完了になってるんだけど
あれー？？？",@304319 ご心配をおかけしております。配送業者にご確認いただいても解決されない場合はAmazonが発送する場合:https://t.co/J6YEizo6qC 、出品者が発送する場合:https://t.co/ZXCXcbN3Tv をご参照の上お問い合わせください。SK,0.6039144396781921,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp Already had one unsuccessful chat with customer care exec. No luck.,"@580458 We'd like to get this checked, kindly share your details here: https://t.co/GIJyeYqKE0, and we'll reach out to you soon. ^MA",0.5679397302438338,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
Not happy with how my delivery was left yest Eve @AmazonHelp why didn't they knock the door or put into porch? Slugs all over it &amp; soaked https://t.co/qvn9jGPs9q,"@230470 Apologies for the trouble caused, Claire. Were you at home during the time of delivery? You can find info on adding delivery preferences here: https://t.co/s64yrJpwOt.^CN",0.5541472967937164,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp Sorry to say I've been let down again. Spent all of my only day off waiting for this. Should have been delivered Thursday. 
Not good enough",@816230 Do you have designated safe place for dleiveries when you aren't in? Let's check here: https://t.co/0trjeOMIMP ^JZ,0.5574155520347356,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp Yes, but they haven’t replied back","@219487 If you've contacted our support team over email, you'll soon receive a correspondence to your registered account. ^MA",0.613811089627247,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp When you get the sample of a book to decide if you want to buy it. They are available on all my devices (OS X, Kindle Fire, iOS and Android), they're great and help me plan for the books I want to read in the future. But sometimes I would like to hide them and only see full books",@214947 The title is now available for purchase. Please keep us posted for any further queries. ^GS,0.4680401547592431,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@120602 @115850 Kindly conform in the tweet whether JioFi 4 is real or fake? I just require answer in - real / fake?,"@269710 Thanks for reaching out to us, Anna! We'd like to help! You can find some helpful tips about e-mails from us here: https://t.co/BxSUs4CSDM ^HM",0.4787580034570991,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp @115821 @AmazonHelp this happened 3 times please look this otherwise it’s useless to become prime members,@403859 You may be signed up on https://t.co/nUUp5MLhYl - https://t.co/nlCTQRMDAV ^KM,0.48954782783356315,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp Si me sigues para mandarte un DM o si se me puede llamar o contactar no quisiera poner mes datos personales por seguridad aquí,"@357887 Bonjour,
Nous venons de répondre à votre DM.
^SA",0.534740118624148,Low,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp Just checked, benefits were not used in both October and November, but you are only refunding for Nov. What about refunding the October membership fee?","@147110 If the benefits of the membership have not been used, you can cancel your membership and get a refund here: https://t.co/a4Yc9lKczA. ^PJ",0.5395394241506061,Low,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp Installment amount should be Rs. 3,167 according to the offer. https://t.co/2pprdRfYNU",@325020 The prices you currently see is the best we can offer. ^AS,0.41030986497947664,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@115851 @AmazonHelp @58920 Whom should I personally meet in this regard??,"@162488 Sorry for the hassle, please revert to the email and our Account specialist team will sort this out for you. ^MS",0.47010240853785784,Low,1,AI-assisted label: retrieved response judged relevant/correct.
Ordered 4 spark plugs direct from Amazon (not a 3rd-party shop) and they've been dispatched separately. Big fan of @115830 but this seems odd #facepalm https://t.co/XSBhlOANSX,@404623 (1/2)ご迷惑をおかけしております。商品が破損している場合、当サイトにて交換、返品にてご対応いたします。よろしければ、こちらのヘルプページをご参照のうえお手続きください。https://t.co/l45aztW3I1 SM,0.4830910861492157,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp No email received. Why are u guys delaying so much.,"@662031 Sorry for any troubles, Steve! Have you checked your spam/junk folders and also here: https://t.co/hdKie9me5K? ^AB",0.5445864582688703,Low,1,AI-assisted label: retrieved response judged relevant/correct.
